x-axis,1,2
second,Volt,Volt
+401.0000E-06,-587.1057549E-03,-408.4036285E-03
+401.1050E-06,-609.3598829E-03,-427.2119560E-03
+401.2100E-06,-558.7496887E-03,-506.1782165E-03
+401.3150E-06,-655.8781891E-03,-401.2248775E-03
+401.4200E-06,-603.9758197E-03,-401.2248775E-03
+401.5250E-06,-664.9952028E-03,-434.9650070E-03
+401.6300E-06,-678.9219796E-03,-522.2586186E-03
+401.7350E-06,-686.6750307E-03,-426.9248059E-03
+401.8400E-06,-685.8135806E-03,-468.7051365E-03
+401.9450E-06,-705.8422957E-03,-481.3397382E-03
+402.0500E-06,-723.5020231E-03,-503.8810161E-03
+402.1550E-06,-700.2428700E-03,-476.6017625E-03
+402.2600E-06,-738.8645501E-03,-593.9025531E-03
+402.3650E-06,-700.7453825E-03,-489.2363642E-03
+402.4700E-06,-737.2852249E-03,-504.1681662E-03
+402.5750E-06,-714.1696468E-03,-638.1236590E-03
+402.6800E-06,-769.5896042E-03,-673.2995387E-03
+402.7850E-06,-777.1272927E-03,-641.8566095E-03
+402.8900E-06,-777.0555052E-03,-578.3964510E-03
+402.9950E-06,-778.9219804E-03,-724.5558205E-03
+403.1000E-06,-759.0368403E-03,-732.1652965E-03
+403.2050E-06,-813.0928350E-03,-700.5787923E-03
+403.3100E-06,-798.8789081E-03,-712.2083688E-03
+403.4150E-06,-827.9528494E-03,-708.7625684E-03
+403.5200E-06,-874.2557931E-03,-632.6678083E-03
+403.6250E-06,-865.2823544E-03,-770.9305516E-03
+403.7300E-06,-886.1725197E-03,-701.4402424E-03
+403.8350E-06,-894.9305958E-03,-789.8824541E-03
+403.9400E-06,-874.5429431E-03,-803.2349309E-03
+404.0450E-06,-893.2076956E-03,-777.6785775E-03
+404.1500E-06,-891.4847954E-03,-760.8803003E-03
+404.2550E-06,-897.0842211E-03,-768.9205013E-03
+404.3600E-06,-949.6326781E-03,-705.0296179E-03
+404.4650E-06,-913.6671358E-03,-759.8752751E-03
+404.5700E-06,-928.2400003E-03,-735.3239469E-03
+404.6750E-06,-958.6061168E-03,-896.5586933E-03
+404.7800E-06,-976.6247817E-03,-812.8544572E-03
+404.8850E-06,-990.1208335E-03,-694.4050665E-03
+404.9900E-06,-986.5314580E-03,-920.9664465E-03
+405.0950E-06,-971.0971434E-03,-812.9980322E-03
+405.2000E-06,-990.5515585E-03,-885.0726918E-03
+405.3050E-06,-955.9499789E-03,-918.3820962E-03
+405.4100E-06,-1.0032579477E+00,-856.3576880E-03
