x-axis,1,2
second,Volt,Volt
+401.0000E-06,-947.8379904E-03,-2.7738020676E+00
+401.1050E-06,-999.0224847E-03,-2.7119212344E+00
+401.2100E-06,-928.9578753E-03,-2.5858623677E+00
+401.3150E-06,-924.5070498E-03,-2.4536297751E+00
+401.4200E-06,-899.4532089E-03,-2.3986405428E+00
+401.5250E-06,-907.6369850E-03,-2.3344625093E+00
+401.6300E-06,-822.9277238E-03,-2.3061782305E+00
+401.7350E-06,-861.6929789E-03,-2.2330985458E+00
+401.8400E-06,-817.1129355E-03,-2.0595163478E+00
+401.9450E-06,-803.9758212E-03,-2.0269248184E+00
+402.0500E-06,-761.1904656E-03,-1.8814833241E+00
+402.1550E-06,-746.7611761E-03,-1.9493943081E+00
+402.2600E-06,-717.9025973E-03,-1.8053885640E+00
+402.3650E-06,-653.6527763E-03,-1.7485328565E+00
+402.4700E-06,-636.7827115E-03,-1.6826319227E+00
+402.5750E-06,-661.0468898E-03,-1.6007941618E+00
+402.6800E-06,-625.0813475E-03,-1.4774632205E+00
+402.7850E-06,-560.1854389E-03,-1.3811243827E+00
+402.8900E-06,-541.0181738E-03,-1.2250583369E+00
+402.9950E-06,-519.9126460E-03,-1.2078293346E+00
+403.1000E-06,-511.3699324E-03,-984.8573300E-03
+403.2050E-06,-494.6434427E-03,-1.0369750620E+00
+403.3100E-06,-481.7216909E-03,-912.7826705E-03
+403.4150E-06,-452.0016620E-03,-787.8724039E-03
+403.5200E-06,-402.9707930E-03,-720.2485699E-03
+403.6250E-06,-421.9944830E-03,-709.9111685E-03
+403.7300E-06,-346.6175980E-03,-653.3426110E-03
+403.8350E-06,-325.9427953E-03,-389.4517259E-03
+403.9400E-06,-296.3663413E-03,-426.3505058E-03
+404.0450E-06,-308.9291555E-03,-313.3569658E-03
+404.1500E-06,-271.2407130E-03,-333.0267434E-03
+404.2550E-06,-276.9119262E-03,-69.9973085E-03
+404.3600E-06,-245.2536345E-03,+210.8758E-06
+404.4650E-06,-217.5436559E-03,+7.6767768E-03
+404.5700E-06,-161.9083360E-03,+154.2668713E-03
+404.6750E-06,-131.9729445E-03,+221.8907053E-03
+404.7800E-06,-101.2478904E-03,+333.3049201E-03
+404.8850E-06,-121.8509056E-03,+363.7428241E-03
+404.9900E-06,-71.8150115E-03,+379.2489262E-03
+405.0950E-06,-47.5508333E-03,+525.9825956E-03
+405.2000E-06,-7.7805530E-03,+558.5741250E-03
+405.3050E-06,+905.7357E-06,+819.4499346E-03
+405.4100E-06,+39.4556283E-03,+772.9316284E-03
