x-axis,1,2
second,Volt,Volt
+401.0000E-06,-1.6226405800E+00,+5.5104765327E+00
+401.1050E-06,-1.5775580240E+00,+5.3551283621E+00
+401.2100E-06,-1.5822242121E+00,+5.1855662645E+00
+401.3150E-06,-1.6033297399E+00,+5.0846330261E+00
+401.4200E-06,-1.5338394307E+00,+4.8625224716E+00
+401.5250E-06,-1.5935666386E+00,+4.6569230443E+00
+401.6300E-06,-1.5503505579E+00,+4.5506775302E+00
+401.7350E-06,-1.5526477582E+00,+4.2247622369E+00
+401.8400E-06,-1.5509248580E+00,+4.1706344547E+00
+401.9450E-06,-1.5526477582E+00,+4.0385454372E+00
+402.0500E-06,-1.5583907590E+00,+3.8284951843E+00
+402.1550E-06,-1.5371416561E+00,+3.7134915940E+00
+402.2600E-06,-1.5275221299E+00,+3.5574255483E+00
+402.3650E-06,-1.4922026752E+00,+3.2152862778E+00
+402.4700E-06,-1.5275221299E+00,+3.1641735711E+00
+402.5750E-06,-1.5117288778E+00,+2.8457241788E+00
+402.6800E-06,-1.5275221299E+00,+2.6118404727E+00
+402.7850E-06,-1.4956484756E+00,+2.4630967529E+00
+402.8900E-06,-1.4904797749E+00,+2.2753006280E+00
+402.9950E-06,-1.4885415122E+00,+1.9683372372E+00
+403.1000E-06,-1.4492737445E+00,+1.7696294108E+00
+403.2050E-06,-1.4073498389E+00,+1.6197370909E+00
+403.3100E-06,-1.3720303842E+00,+1.3542668807E+00
+403.4150E-06,-1.4000275129E+00,+1.1835561830E+00
+403.5200E-06,-1.3805730978E+00,+975.3724053E-03
+403.6250E-06,-1.3462586683E+00,+801.2159072E-03
+403.7300E-06,-1.3258710156E+00,+528.8540960E-03
+403.8350E-06,-1.3287425159E+00,+343.6423214E-03
+403.9400E-06,-1.3098624009E+00,+84.6329870E-03
+404.0450E-06,-1.2950741740E+00,-112.7826642E-03
+404.1500E-06,-1.2432435921E+00,-294.2614883E-03
+404.2550E-06,-1.2100777627E+00,-547.3842469E-03
+404.3600E-06,-1.1874646972E+00,-753.5579743E-03
+404.4650E-06,-1.1683692196E+00,-882.0576164E-03
+404.5700E-06,-1.2069908998E+00,-1.2181667360E+00
+404.6750E-06,-1.1459715167E+00,-1.2734431184E+00
+404.7800E-06,-1.0955766850E+00,-1.5473842547E+00
+404.8850E-06,-1.1199126507E+00,-1.7356111047E+00
+404.9900E-06,-1.0297475387E+00,-1.9857187880E+00
+405.0950E-06,-1.0035450978E+00,-2.2936872039E+00
+405.2000E-06,-1.0120878114E+00,-2.4048142686E+00
