x-axis,1,2
second,Volt,Volt
+496.20000E-06,+4.48978543258E+00,-2.35802111624E+00
+496.21000E-06,+4.62774221995E+00,-2.27848000740E+00
+496.22000E-06,+4.73189438053E+00,-2.10835734845E+00
+496.23000E-06,+4.77272082550E+00,-2.10835734845E+00
+496.24000E-06,+4.98788776252E+00,-2.09720594796E+00
+496.25000E-06,+4.94752001929E+00,-2.01598380712E+00
+496.26000E-06,+5.05301345959E+00,-1.94179648009E+00
+496.27000E-06,+5.06282629379E+00,-1.90132965665E+00
+496.28000E-06,+5.21096208076E+00,-1.92343273104E+00
+496.29000E-06,+5.12988430925E+00,-1.73850811363E+00
+496.30000E-06,+5.19788858362E+00,-1.73850811363E+00
+496.31000E-06,+5.26254761883E+00,-1.55503567487E+00
+496.32000E-06,+5.38542993468E+00,-1.55358349622E+00
+496.33000E-06,+5.36526596336E+00,-1.41040034614E+00
+496.34000E-06,+5.39521092840E+00,-1.36865887881E+00
+496.35000E-06,+5.41998181741E+00,-1.20445173267E+00
+496.36000E-06,+5.39521092840E+00,-1.18373426140E+00
+496.37000E-06,+5.39521092840E+00,-1.15193196518E+00
+496.38000E-06,+5.39521092840E+00,-1.15173223858E+00
+496.39000E-06,+5.41288835816E+00,-998.80964399E-03
+496.40000E-06,+5.27755343435E+00,-977.89244613E-03
+496.41000E-06,+5.39521092840E+00,-930.66404593E-03
+496.42000E-06,+5.29818904258E+00,-804.05265368E-03
+496.43000E-06,+5.26254761883E+00,-628.96040917E-03
+496.44000E-06,+5.26644111100E+00,-809.71018640E-03
+496.45000E-06,+5.26579733658E+00,-540.79499579E-03
+496.46000E-06,+5.30527752680E+00,-444.03579176E-03
+496.47000E-06,+5.26254761883E+00,-338.92968125E-03
+496.48000E-06,+5.12988430925E+00,-259.11117435E-03
+496.49000E-06,+5.12988430925E+00,-236.27576911E-03
+496.50000E-06,+5.03847928097E+00,-200.71195570E-03
+496.51000E-06,+4.86841436677E+00,+3.93982203E-03
+496.52000E-06,+4.88022320029E+00,-74.18655694E-03
+496.53000E-06,+4.86455769010E+00,+72.32953038E-03
+496.54000E-06,+4.75134492632E+00,+136.07836982E-03
+496.55000E-06,+4.70973639984E+00,+257.64805282E-03
+496.56000E-06,+4.46846326426E+00,+299.89022379E-03
+496.57000E-06,+4.46656776138E+00,+480.58729529E-03
+496.58000E-06,+4.33390445181E+00,+480.58729529E-03
+496.59000E-06,+4.23361394292E+00,+510.67111073E-03
+496.60000E-06,+4.02477927893E+00,+665.51191270E-03
