x-axis,1,2
second,Volt,Volt
+496.20000E-06,-6.39857002893E+00,-1.35018417054E+00
+496.21000E-06,-6.41182362370E+00,-1.26514503291E+00
+496.22000E-06,-6.54448693327E+00,-1.25592987062E+00
+496.23000E-06,-6.54448693327E+00,-1.36865887881E+00
+496.24000E-06,-6.61406830581E+00,-1.36865887881E+00
+496.25000E-06,-6.54461429515E+00,-1.36865887881E+00
+496.26000E-06,-6.67715024285E+00,-1.38151350315E+00
+496.27000E-06,-6.54448693327E+00,-1.43851186173E+00
+496.28000E-06,-6.58416811640E+00,-1.36865887881E+00
+496.29000E-06,-6.51272606653E+00,-1.36865887881E+00
+496.30000E-06,-6.54448693327E+00,-1.36865887881E+00
+496.31000E-06,-6.28193839496E+00,-1.36865887881E+00
+496.32000E-06,-6.40595502746E+00,-1.36865887881E+00
+496.33000E-06,-6.15571083995E+00,-1.36865887881E+00
+496.34000E-06,-6.01383369497E+00,-1.36865887881E+00
+496.35000E-06,-5.91089545222E+00,-1.36865887881E+00
+496.36000E-06,-5.64401064021E+00,-1.48245170838E+00
+496.37000E-06,-5.48318045668E+00,-1.36291673974E+00
+496.38000E-06,-5.22615822954E+00,-1.19263873787E+00
+496.39000E-06,-5.08519052796E+00,-1.34219926847E+00
+496.40000E-06,-4.85091135002E+00,-1.21162385855E+00
+496.41000E-06,-4.58684143437E+00,-1.18373426140E+00
+496.42000E-06,-4.36643375531E+00,-1.18373426140E+00
+496.43000E-06,-4.02388405136E+00,-1.00881955165E+00
+496.44000E-06,-3.79531725238E+00,-1.18289929337E+00
+496.45000E-06,-3.46623009622E+00,-1.02372414728E+00
+496.46000E-06,-3.27510768754E+00,-998.80964399E-03
+496.47000E-06,-2.99328571599E+00,-965.22229145E-03
+496.48000E-06,-2.66496472110E+00,-882.61870852E-03
+496.49000E-06,-2.29926102690E+00,-813.88502658E-03
+496.50000E-06,-1.96728434825E+00,-813.38571009E-03
+496.51000E-06,-1.75459599268E+00,-628.96040917E-03
+496.52000E-06,-1.38889428843E+00,-660.63371536E-03
+496.53000E-06,-972.62793116E-03,-628.96040917E-03
+496.54000E-06,-658.82419953E-03,-444.03579176E-03
+496.55000E-06,-288.85786265E-03,-499.12703890E-03
+496.56000E-06,-40.95195953E-03,-438.75135937E-03
+496.57000E-06,+366.57816942E-03,-259.11117435E-03
+496.58000E-06,+589.80074483E-03,-259.11117435E-03
+496.59000E-06,+998.72787432E-03,-109.28434162E-03
+496.60000E-06,+1.32307776581E+00,-74.18655694E-03
