x-axis,1,2
second,Volt,Volt
+496.20000E-06,+5.39521092840E+00,+7.87757199167E+00
+496.21000E-06,+5.42204945781E+00,+7.69264737426E+00
+496.22000E-06,+5.39521092840E+00,+7.83869743287E+00
+496.23000E-06,+5.39521092840E+00,+7.69264737426E+00
+496.24000E-06,+5.39521092840E+00,+7.83877510431E+00
+496.25000E-06,+5.39521092840E+00,+7.71591829434E+00
+496.26000E-06,+5.39521092840E+00,+7.87757199167E+00
+496.27000E-06,+5.39521092840E+00,+7.73685352304E+00
+496.28000E-06,+5.31442768125E+00,+7.69264737426E+00
+496.29000E-06,+5.27154155600E+00,+7.87757199167E+00
+496.30000E-06,+5.37848473258E+00,+7.78490995637E+00
+496.31000E-06,+5.33404538952E+00,+7.86982703887E+00
+496.32000E-06,+5.26254761883E+00,+7.70082784192E+00
+496.33000E-06,+5.37125893640E+00,+7.79281025209E+00
+496.34000E-06,+5.27655642967E+00,+7.73817255063E+00
+496.35000E-06,+5.22917482837E+00,+7.76170561182E+00
+496.36000E-06,+5.19371648732E+00,+7.71508332631E+00
+496.37000E-06,+5.12988430925E+00,+7.86513069034E+00
+496.38000E-06,+5.16306307180E+00,+7.69264737426E+00
+496.39000E-06,+5.14756173901E+00,+7.69264737426E+00
+496.40000E-06,+5.18251660267E+00,+7.72933048867E+00
+496.41000E-06,+5.15929694151E+00,+7.83254197079E+00
+496.42000E-06,+4.99722099968E+00,+7.69264737426E+00
+496.43000E-06,+4.99722099968E+00,+7.69264737426E+00
+496.44000E-06,+4.99722099968E+00,+7.69264737426E+00
+496.45000E-06,+4.97055460778E+00,+7.61400780899E+00
+496.46000E-06,+4.99722099968E+00,+7.69264737426E+00
+496.47000E-06,+4.99722099968E+00,+7.56136182534E+00
+496.48000E-06,+4.99722099968E+00,+7.60141116475E+00
+496.49000E-06,+4.88640025116E+00,+7.69264737426E+00
+496.50000E-06,+4.86455769010E+00,+7.59974122867E+00
+496.51000E-06,+4.74732108718E+00,+7.50772275685E+00
+496.52000E-06,+4.73189438053E+00,+7.50772275685E+00
+496.53000E-06,+4.83407143705E+00,+7.32279813944E+00
+496.54000E-06,+4.65137381727E+00,+7.32279813944E+00
+496.55000E-06,+4.70973639984E+00,+7.50772275685E+00
+496.56000E-06,+4.60302207672E+00,+7.32279813944E+00
+496.57000E-06,+4.63262177160E+00,+7.32279813944E+00
+496.58000E-06,+4.59923107096E+00,+7.32279813944E+00
+496.59000E-06,+4.46656776138E+00,+7.32279813944E+00
+496.60000E-06,+4.53055814668E+00,+7.24732229871E+00
